code,res
S12000033,4847
S12000047,7125
W06000015,20807
W06000021,3281
N09000002,9239
S12000017,1674
S12000033,4727
S12000047,6980
W06000015,20667
W06000021,3236
N09000002,8968
S12000017,1598
S12000033,4625
S12000047,6891
W06000015,20420
W06000021,3188
N09000002,8797
S12000017,1210
S12000033,4163
S12000047,6278
W06000015,20221
W06000021,3146
S12000017,1210
S12000033,4163
S12000047,6278
W06000015,20017
W06000021,3117
S12000017,1210
S12000033,4163
S12000047,6278
W06000015,19604
W06000021,3017
S12000017,1210
S12000033,4163
S12000047,6278
N09000002,7681
S12000017,1210
S12000033,4163
S12000047,6278
W06000015,19360
W06000021,2966
N09000002,7370
S12000017,1142
S12000033,4048
S12000047,6177
W06000015,19157
W06000021,2939
N09000002,7051
S12000017,1090
S12000033,3951
S12000047,6067
W06000015,18896
W06000021,2898
S12000017,986
S12000033,3702
S12000047,5789
W06000015,18566
W06000021,2842
S12000017,986
S12000033,3702
S12000047,5789
W06000015,18308
W06000021,2796
S12000017,986
S12000033,3702
S12000047,5789
W06000015,17822
W06000021,2704
S12000017,986
S12000033,3702
S12000047,5789
S12000017,986
S12000033,3702
S12000047,5789
W06000015,17577
W06000021,2680
N09000002,6433
S12000017,954
S12000033,3641
S12000047,5701
W06000015,17300
W06000021,2614
N09000002,6332
S12000017,941
S12000033,3562
S12000047,5633
W06000015,16875
W06000021,2552
N09000002,6253
S12000017,927
S12000033,3479
S12000047,5552
W06000015,16487
W06000021,2492
S12000017,910
S12000033,3404
S12000047,5471
W06000015,16186
W06000021,2445
S12000017,904
S12000033,3336
S12000047,5413
W06000015,15933
W06000021,2377
N09000002,6007
S12000017,899
S12000033,3315
S12000047,5375
W06000015,15474
W06000021,2310
N09000002,5926
S12000017,890
S12000033,3260
S12000047,5335
W06000015,15203
W06000021,2242
N09000002,5841
S12000017,880
S12000033,3208
S12000047,5263
W06000015,13685
W06000021,1981
N09000002,5701
S12000017,876
S12000033,3160
S12000047,5219
W06000015,13621
W06000021,1976
N09000002,5701
S12000017,871
S12000033,3109
S12000047,5152
W06000015,13572
W06000021,1966
S12000017,875
S12000033,3031
S12000047,5110
S12000017,869
S12000033,2994
S12000047,5038
W06000015,13421
W06000021,1937
N09000002,5543
S12000017,860
S12000033,2945
S12000047,4934
W06000015,13094
W06000021,1889
N09000002,5483
S12000017,853
S12000033,2880
S12000047,4855
W06000015,12840
W06000021,1839
N09000002,5432
S12000017,843
S12000033,2856
S12000047,4764
W06000015,12667
W06000021,1795
N09000002,5393
S12000017,835
S12000033,2800
S12000047,4701
W06000015,12335
W06000021,1733
N09000002,5350
S12000017,835
S12000033,2779
S12000047,4656
W06000015,12285
W06000021,1724
S12000017,833
S12000033,2747
S12000047,4604
W06000015,12004
W06000021,1668
S12000017,832
S12000033,2719
S12000047,4544
W06000015,11764
W06000021,1630
N09000002,5229
S12000017,829
S12000033,2684
S12000047,4492
W06000015,11522
W06000021,1592
N09000002,5192
S12000017,823
S12000033,2661
S12000047,4429
W06000015,11323
W06000021,1547
N09000002,5161
S12000017,818
S12000033,2638
S12000047,4369
W06000015,11106
W06000021,1499
N09000002,5119
S12000017,813
S12000033,2616
S12000047,4300
W06000015,10900
W06000021,1459
N09000002,5086
S12000017,811
S12000033,2597
S12000047,4240
W06000015,10854
W06000021,1455
S12000017,791
S12000033,2610
S12000047,4212
W06000015,10761
W06000021,1434
S12000017,801
S12000033,2566
S12000047,4165
W06000015,10673
W06000021,1399
N09000002,4990
S12000017,793
S12000033,2551
S12000047,4106
W06000015,10499
W06000021,1367
N09000002,4952
S12000017,786
S12000033,2489
S12000047,3969
W06000015,10349
W06000021,1346
N09000002,4902
S12000017,786
S12000033,2489
S12000047,3969
W06000015,10194
W06000021,1310
N09000002,4829
S12000017,779
S12000033,2423
S12000047,3929
W06000015,10078
W06000021,1293
N09000002,4824
S12000017,777
S12000033,2399
S12000047,3881
W06000015,10048
W06000021,1269
S12000017,764
S12000033,2379
S12000047,3821
W06000015,9950
W06000021,1250
S12000017,760
S12000033,2361
S12000047,3777
W06000015,9868
W06000021,1231
N09000002,4721
S12000017,758
S12000033,2344
S12000047,3725
W06000015,9797
W06000021,1211
N09000002,4673
S12000017,754
S12000033,2323
S12000047,3665
W06000015,9682
W06000021,1190
N09000002,4580
S12000017,750
S12000033,2303
S12000047,3600
W06000015,9552
W06000021,1164
N09000002,4529
S12000017,736
S12000033,2287
S12000047,3516
W06000015,9473
W06000021,1145
N09000002,4450
S12000017,733
S12000033,2269
S12000047,3454
W06000015,9420
W06000021,1124
S12000017,724
S12000033,2261
S12000047,3412
W06000015,9302
W06000021,1107
S12000017,716
S12000033,2244
S12000047,3344
W06000015,9142
W06000021,1074
N09000002,4235
S12000017,706
S12000033,2211
S12000047,3262
W06000015,9029
W06000021,1062
N09000002,4128
S12000017,698
S12000033,2196
S12000047,3114
W06000015,8972
W06000021,1034
N09000002,4061
S12000017,687
S12000033,2168
S12000047,3038
W06000015,8893
W06000021,1011
N09000002,3988
S12000017,683
S12000033,2147
S12000047,2969
W06000015,8811
W06000021,1002
N09000002,3921
S12000017,677
S12000033,2140
S12000047,2936
W06000015,8750
W06000021,994
S12000017,674
S12000033,2133
S12000047,2886
W06000015,8629
W06000021,982
S12000017,662
S12000033,2118
S12000047,2825
W06000015,8572
W06000021,967
N09000002,3758
S12000017,651
S12000033,2110
S12000047,2750
W06000015,8464
W06000021,950
N09000002,3694
S12000017,640
S12000033,2103
S12000047,2703
W06000015,8286
W06000021,927
N09000002,3620
S12000017,629
S12000033,2096
S12000047,2634
W06000015,8137
W06000021,908
N09000002,3560
S12000017,621
S12000033,2072
S12000047,2551
W06000015,7979
W06000021,884
N09000002,3502
S12000017,618
S12000033,2058
S12000047,2509
W06000015,7850
W06000021,872
S12000017,614
S12000033,2054
S12000047,2471
W06000015,7598
W06000021,843
S12000017,598
S12000033,2035
S12000047,2434
W06000015,7529
W06000021,834
N09000002,3305
S12000017,592
S12000033,2015
S12000047,2384
W06000015,7403
W06000021,813
N09000002,3256
S12000017,580
S12000033,1998
S12000047,2345
W06000015,7151
W06000021,788
N09000002,3181
S12000017,582
S12000033,1982
S12000047,2291
W06000015,6957
W06000021,751
N09000002,3101
S12000017,570
S12000033,1971
S12000047,2255
W06000015,6787
W06000021,720
N09000002,3024
S12000017,568
S12000033,1959
S12000047,2217
W06000015,6584
W06000021,700
S12000017,565
S12000033,1944
S12000047,2176
W06000015,6385
W06000021,673
S12000017,558
S12000033,1924
S12000047,2111
W06000015,6231
W06000021,656
N09000002,2827
S12000017,554
S12000033,1912
S12000047,2053
W06000015,5939
W06000021,635
N09000002,2695
S12000017,551
S12000033,1906
S12000047,2005
W06000015,5854
W06000021,627
N09000002,2554
S12000017,532
S12000033,1885
S12000047,1939
W06000015,5633
W06000021,611
N09000002,2486
S12000017,518
S12000033,1866
S12000047,1903
W06000015,5410
W06000021,591
N09000002,2420
S12000017,511
S12000033,1839
S12000047,1857
W06000015,5187
W06000021,577
S12000017,499
S12000033,1819
S12000047,1832
W06000015,5084
W06000021,566
S12000017,498
S12000033,1811
S12000047,1829
W06000015,4838
W06000021,547
N09000002,2146
S12000017,491
S12000033,1785
S12000047,1802
W06000015,4721
W06000021,536
N09000002,2046
S12000017,484
S12000033,1766
S12000047,1775
W06000015,4546
W06000021,520
N09000002,1978
S12000017,480
S12000033,1743
S12000047,1743
W06000015,4356
W06000021,507
N09000002,1913
S12000017,478
S12000033,1714
S12000047,1695
W06000015,4142
W06000021,501
N09000002,1876
S12000017,471
S12000033,1677
S12000047,1653
W06000015,4032
W06000021,489
S12000017,466
S12000033,1653
S12000047,1634
W06000015,3948
W06000021,485
S12000017,460
S12000033,1621
S12000047,1602
W06000015,3902
W06000021,476
N09000002,1736
S12000017,457
S12000033,1582
S12000047,1564
W06000015,3818
W06000021,470
N09000002,1685
S12000017,452
S12000033,1525
S12000047,1537
W06000015,3674
W06000021,467
N09000002,1629
S12000017,448
S12000033,1494
S12000047,1515
W06000015,3586
W06000021,462
N09000002,1573
S12000017,438
S12000033,1470
S12000047,1473
W06000015,3477
W06000021,455
N09000002,1533
S12000017,434
S12000033,1463
S12000047,1452
W06000015,3433
W06000021,452
S12000017,430
S12000033,1448
S12000047,1430
W06000015,3342
W06000021,445
S12000017,418
S12000033,1429
S12000047,1404
W06000015,3299
W06000021,442
N09000002,1430
S12000017,407
S12000033,1418
S12000047,1381
W06000015,3242
W06000021,437
N09000002,1356
S12000017,401
S12000033,1401
S12000047,1358
W06000015,3196
W06000021,435
N09000002,1342
S12000017,391
S12000033,1385
S12000047,1331
W06000015,3120
W06000021,432
N09000002,1309
S12000017,386
S12000033,1353
S12000047,1299
W06000015,3065
W06000021,430
N09000002,1291
S12000017,375
S12000033,1319
S12000047,1263
W06000015,3012
W06000021,423
S12000017,375
S12000033,1309
S12000047,1251
W06000015,2965
W06000021,422
S12000017,371
S12000033,1299
S12000047,1246
W06000015,2910
W06000021,418
N09000002,1251
S12000017,364
S12000033,1281
S12000047,1200
W06000015,2874
W06000021,418
N09000002,1229
S12000017,356
S12000033,1275
S12000047,1182
W06000015,2845
W06000021,415
N09000002,1216
S12000017,343
S12000033,1263
S12000047,1165
W06000015,2806
W06000021,414
N09000002,1196
S12000017,339
S12000033,1250
S12000047,1142
W06000015,2771
W06000021,413
N09000002,1164
S12000017,333
S12000033,1247
S12000047,1128
W06000015,2741
W06000021,410
S12000017,331
S12000033,1243
S12000047,1114
W06000015,2710
W06000021,406
S12000017,325
S12000033,1230
S12000047,1091
W06000015,2693
W06000021,405
N09000002,1120
S12000017,316
S12000033,1218
S12000047,1070
W06000015,2676
W06000021,404
N09000002,1090
S12000017,311
S12000033,1212
S12000047,1063
W06000015,2665
W06000021,402
N09000002,1058
S12000017,300
S12000033,1205
S12000047,1052
W06000015,2647
W06000021,401
N09000002,1044
S12000017,294
S12000033,1197
S12000047,1049
W06000015,2633
W06000021,399
N09000002,1031
S12000017,291
S12000033,1193
S12000047,1044
W06000015,2625
W06000021,399
S12000017,293
S12000033,1189
S12000047,1042
W06000015,2613
W06000021,399
S12000017,287
S12000033,1188
S12000047,1038
W06000015,2599
W06000021,399
N09000002,984
S12000017,285
S12000033,1186
S12000047,1033
W06000015,2587
W06000021,397
N09000002,972
S12000017,283
S12000033,1186
S12000047,1030
W06000015,2584
W06000021,397
N09000002,961
S12000017,280
S12000033,1183
S12000047,1025
W06000015,2575
W06000021,397
N09000002,958
S12000017,277
S12000033,1181
S12000047,1018
W06000015,2562
W06000021,396
N09000002,954
S12000017,273
S12000033,1180
S12000047,1016
W06000015,2547
W06000021,396
S12000017,269
S12000033,1175
S12000047,1014
W06000015,2532
W06000021,396
S12000017,264
S12000033,1167
S12000047,1006
W06000015,2522
W06000021,394
N09000002,915
S12000017,260
S12000033,1165
S12000047,1006
W06000015,2514
W06000021,394
N09000002,907
S12000017,249
S12000033,1160
S12000047,1000
W06000015,2506
W06000021,394
N09000002,900
S12000017,240
S12000033,1160
S12000047,1000
W06000015,2501
W06000021,394
N09000002,893
S12000017,237
S12000033,1158
S12000047,997
W06000015,2492
W06000021,394
S12000017,234
S12000033,1156
S12000047,993
W06000015,2471
W06000021,394
S12000017,231
S12000033,1155
S12000047,989
W06000015,2460
W06000021,394
S12000017,230
S12000033,1154
S12000047,985
W06000015,2451
W06000021,393
N09000002,840
S12000017,228
S12000033,1150
S12000047,982
W06000015,2444
W06000021,392
N09000002,817
S12000017,228
S12000033,1149
S12000047,980
W06000015,2438
W06000021,389
N09000002,802
S12000017,227
S12000033,1143
S12000047,979
W06000015,2428
W06000021,389
N09000002,794
S12000017,226
S12000033,1139
S12000047,978
W06000015,2416
W06000021,388
N09000002,791
S12000017,224
S12000033,1135
S12000047,978
W06000015,2406
W06000021,388
S12000017,224
S12000033,1132
S12000047,977
W06000015,2403
W06000021,388
S12000017,224
S12000033,1129
S12000047,972
W06000015,2392
W06000021,387
N09000002,783
S12000017,223
S12000033,1125
S12000047,970
W06000015,2375
W06000021,387
N09000002,783
S12000017,221
S12000033,1120
S12000047,969
W06000015,2361
W06000021,387
N09000002,779
S12000017,220
S12000033,1115
S12000047,969
W06000015,2359
W06000021,387
N09000002,779
S12000017,219
S12000033,1107
S12000047,967
W06000015,2352
W06000021,387
S12000017,218
S12000033,1105
S12000047,966
W06000015,2350
W06000021,387
S12000017,218
S12000033,1097
S12000047,964
W06000015,2348
W06000021,386
S12000017,218
S12000033,1086
S12000047,964
W06000015,2344
W06000021,386
S12000017,218
S12000033,1073
S12000047,964
W06000015,2340
W06000021,386
S12000017,218
S12000033,1055
S12000047,959
W06000015,2337
W06000021,386
S12000017,218
S12000033,1036
S12000047,957
W06000015,2336
W06000021,386
S12000017,218
S12000033,1022
S12000047,957
W06000015,2336
W06000021,386
S12000017,216
S12000033,1007
S12000047,954
W06000015,2336
W06000021,386
S12000017,216
S12000033,993
S12000047,953
W06000015,2335
W06000021,386
S12000017,216
S12000033,971
S12000047,953
W06000015,2328
W06000021,386
S12000017,215
S12000033,943
S12000047,952
W06000015,2325
W06000021,384
S12000017,215
S12000033,924
S12000047,948
W06000015,2323
W06000021,384
S12000017,215
S12000033,899
S12000047,948
W06000015,2323
W06000021,384
S12000017,215
S12000033,869
S12000047,947
W06000015,2322
W06000021,384
S12000017,215
S12000033,859
S12000047,947
W06000015,2321
W06000021,383
S12000017,215
S12000033,853
S12000047,947
W06000015,2319
W06000021,383
S12000017,215
S12000033,845
S12000047,946
W06000015,2317
W06000021,383
S12000017,215
S12000033,842
S12000047,946
W06000015,2317
W06000021,382
S12000017,214
S12000033,842
S12000047,943
W06000015,2317
W06000021,382
S12000017,214
S12000033,840
S12000047,941
W06000015,2316
W06000021,382
W06000015,2316
W06000021,381
W06000015,2315
W06000021,381
W06000015,2313
W06000021,381
W06000015,2312
W06000021,381
W06000015,2308
W06000021,380
W06000015,2303
W06000021,379
W06000015,2301
W06000021,377
W06000015,2301
W06000021,377
W06000015,2299
W06000021,377
W06000015,2299
W06000021,377
W06000015,2298
W06000021,375
W06000015,2297
W06000021,375
W06000015,2294
W06000021,375
W06000015,2293
W06000021,374
W06000015,2293
W06000021,374
W06000015,2255
W06000021,358
W06000015,2255
W06000021,357
W06000015,2255
W06000021,357
W06000015,2255
W06000021,357
W06000015,2254
W06000021,357
W06000015,2253
W06000021,357
W06000015,2252
W06000021,357
W06000015,2251
W06000021,357
W06000015,2250
W06000021,357
W06000015,2249
W06000021,357
W06000015,2248
W06000021,357
W06000015,2247
W06000021,357
W06000015,2244
W06000021,357
W06000015,2234
W06000021,357
W06000015,2231
W06000021,357
W06000015,2230
W06000021,355
W06000015,2226
W06000021,354
W06000015,2225
W06000021,354
W06000015,2223
W06000021,354
W06000015,2213
W06000021,355
W06000015,2211
W06000021,354
W06000015,2204
W06000021,354
W06000015,2197
W06000021,353
W06000015,2194
W06000021,351
W06000015,2194
W06000021,351
W06000015,2193
W06000021,351
W06000015,2188
W06000021,350
W06000015,2186
W06000021,350
W06000015,2177
W06000021,350
W06000015,2174
W06000021,350
W06000015,2171
W06000021,350
W06000015,2145
W06000021,350
W06000015,2145
W06000021,350
W06000015,2140
W06000021,349
W06000015,2134
W06000021,349
W06000015,2124
W06000021,349
W06000015,2117
W06000021,348
W06000015,2108
W06000021,348
W06000015,2097
W06000021,347
W06000015,2087
W06000021,346
W06000015,2080
W06000021,342
W06000015,2072
W06000021,342
W06000015,2065
W06000021,340
W06000015,2047
W06000021,340
W06000015,2036
W06000021,339
W06000015,2028
W06000021,338
E06000002,22297
E06000020,18914
E07000004,18584
E07000036,12995
E07000121,16152
E07000131,9295
E07000219,14920
E07000244,14927
E07000245,11158
E08000004,37105
E09000021,18257
E09000025,46696
S12000010,8931
S12000027,613
W06000019,7879
S12000010,8867
S12000027,600
W06000019,7805
S12000010,8818
S12000027,596
W06000019,7754
S12000010,8757
S12000027,588
W06000019,7638
S12000010,8609
S12000027,582
W06000019,7592
S12000010,8609
S12000027,582
W06000019,7592
S12000010,8513
S12000027,569
W06000019,7534
S12000010,8386
S12000027,562
W06000019,7477
S12000010,8333
S12000027,549
W06000019,7440
S12000010,8268
S12000027,535
W06000019,7385
S12000010,8140
S12000027,531
W06000019,7273
S12000010,8042
S12000027,521
W06000019,7240
S12000010,7980
S12000027,505
W06000019,7240
S12000010,7858
S12000027,498
W06000019,7202
S12000010,7733
S12000027,492
W06000019,7163
S12000010,7631
S12000027,483
W06000019,7090
S12000010,7537
S12000027,466
W06000019,7019
S12000010,7472
S12000027,461
W06000019,7019
S12000010,7351
S12000027,442
W06000019,6995
S12000010,7240
S12000027,440
W06000019,6995
S12000010,7116
S12000027,433
W06000019,6961
S12000010,7082
S12000027,432
W06000019,6919
S12000010,6982
S12000027,431
W06000019,6898
S12000010,6922
S12000027,425
W06000019,6879
S12000010,6880
S12000027,420
W06000019,6840
S12000010,6812
S12000027,413
W06000019,6818
S12000010,6756
S12000027,410
W06000019,6818
S12000010,6689
S12000027,409
W06000019,6807
S12000010,6634
S12000027,405
W06000019,6781
S12000010,6591
S12000027,402
W06000019,6765
S12000010,6544
S12000027,401
W06000019,6754
S12000010,6517
S12000027,400
W06000019,6721
S12000010,6470
S12000027,399
W06000019,6702
S12000010,6432
S12000027,399
W06000019,6702
S12000010,6399
S12000027,399
W06000019,6684
S12000010,6354
S12000027,397
W06000019,6644
S12000010,6315
S12000027,396
W06000019,6644
S12000010,6280
S12000027,386
W06000019,6638
S12000010,6245
S12000027,382
W06000019,6610
S12000010,6177
S12000027,381
W06000019,6600
S12000010,6146
S12000027,380
W06000019,6600
S12000010,6117
S12000027,379
W06000019,6587
S12000010,6080
S12000027,373
W06000019,6576
S12000010,6046
S12000027,373
W06000019,6566
S12000010,6035
S12000027,373
W06000019,6558
S12000010,6011
S12000027,368
W06000019,6548
S12000010,5970
S12000027,365
W06000019,6539
S12000010,5970
S12000027,365
W06000019,6539
S12000010,5939
S12000027,361
W06000019,6526
S12000010,5913
S12000027,359
W06000019,6516
S12000010,5897
S12000027,377
W06000019,6499
S12000010,5879
S12000027,374
W06000019,6485
S12000010,5857
S12000027,370
W06000019,6473
S12000010,5822
S12000027,367
W06000019,6465
S12000010,5778
S12000027,362
W06000019,6465
S12000010,5742
S12000027,352
W06000019,6453
S12000010,5695
S12000027,350
W06000019,6444
S12000010,5664
S12000027,340
W06000019,6433
S12000010,5633
S12000027,335
W06000019,6426
S12000010,5593
S12000027,335
W06000019,6399
S12000010,5547
S12000027,331
W06000019,6391
S12000010,5478
S12000027,326
W06000019,6391
S12000010,5430
S12000027,321
W06000019,6385
S12000010,5386
S12000027,308
W06000019,6369
S12000010,5326
S12000027,299
W06000019,6348
S12000010,5262
S12000027,291
W06000019,6337
S12000010,5205
S12000027,287
W06000019,6321
S12000010,5146
S12000027,283
W06000019,6309
S12000010,5097
S12000027,280
W06000019,6309
S12000010,4993
S12000027,279
W06000019,6300
S12000010,4927
S12000027,275
W06000019,6295
S12000010,4818
S12000027,274
W06000019,6288
S12000010,4766
S12000027,274
W06000019,6281
S12000010,4685
S12000027,272
W06000019,6258
S12000010,4598
S12000027,271
W06000019,6246
S12000010,4537
S12000027,270
W06000019,6246
S12000010,4440
S12000027,269
W06000019,6236
S12000010,4316
S12000027,269
W06000019,6229
S12000010,4190
S12000027,266
W06000019,6224
S12000010,4084
S12000027,263
W06000019,6222
S12000010,3993
S12000027,260
W06000019,6215
S12000010,3910
S12000027,260
W06000019,6212
S12000010,3806
S12000027,256
W06000019,6212
S12000010,3767
S12000027,254
W06000019,6209
S12000010,3648
S12000027,253
W06000019,6206
S12000010,3522
S12000027,253
W06000019,6203
S12000010,3400
S12000027,252
W06000019,6202
S12000010,3362
S12000027,247
W06000019,6195
S12000010,3306
S12000027,245
W06000019,6194
S12000010,3269
S12000027,241
W06000019,6194
S12000010,3243
S12000027,240
W06000019,6194
S12000010,3211
S12000027,240
W06000019,6193
S12000010,3184
S12000027,240
W06000019,6193
S12000010,3159
S12000027,240
W06000019,6193
S12000010,3131
S12000027,240
W06000019,6192
S12000010,3107
S12000027,240
W06000019,6191
S12000010,3088
S12000027,240
W06000019,6191
S12000010,3058
S12000027,240
W06000019,6190
S12000010,3032
S12000027,240
W06000019,6189
S12000010,3015
S12000027,240
W06000019,6186
S12000010,3000
S12000027,240
W06000019,6185
S12000010,2990
S12000027,240
W06000019,6185
S12000010,2976
S12000027,240
W06000019,6183
S12000010,2967
S12000027,239
W06000019,6183
S12000010,2950
S12000027,237
W06000019,6183
S12000010,2932
S12000027,236
W06000019,6182
S12000010,2929
S12000027,236
W06000019,6181
S12000010,2924
S12000027,236
W06000019,6181
S12000010,2922
S12000027,236
W06000019,6181
S12000010,2912
S12000027,236
W06000019,6181
S12000010,2908
S12000027,236
W06000019,6181
S12000010,2902
S12000027,236
W06000019,6181
S12000010,2901
S12000027,236
W06000019,6180
S12000010,2900
S12000027,236
W06000019,6179
S12000010,2901
S12000027,236
W06000019,6179
S12000010,2900
S12000027,236
W06000019,6178
S12000010,2895
S12000027,236
W06000019,6177
S12000010,2893
S12000027,236
W06000019,6177
S12000010,2888
S12000027,236
W06000019,6176
S12000010,2879
S12000027,236
W06000019,6175
S12000010,2875
S12000027,236
W06000019,6174
S12000010,2874
S12000027,235
W06000019,6174
S12000010,2873
S12000027,235
W06000019,6172
S12000010,2871
S12000027,235
W06000019,6171
S12000010,2868
S12000027,235
W06000019,6171
S12000010,2866
S12000027,235
W06000019,6169
S12000010,2866
S12000027,235
W06000019,6168
S12000010,2864
S12000027,235
W06000019,6168
S12000010,2863
S12000027,235
W06000019,6167
S12000010,2863
S12000027,235
W06000019,6167
S12000010,2861
S12000027,235
W06000019,6166
S12000010,2861
S12000027,235
W06000019,6166
S12000010,2860
S12000027,235
W06000019,6166
S12000010,2857
S12000027,235
W06000019,6166
S12000010,2857
S12000027,235
W06000019,6166
S12000010,2857
S12000027,235
W06000019,6166
S12000010,2857
S12000027,235
W06000019,6166
S12000010,2856
S12000027,235
W06000019,6165
S12000010,2856
S12000027,235
W06000019,6165
S12000010,2855
S12000027,235
W06000019,6164
S12000010,2855
S12000027,235
W06000019,6164
S12000010,2854
S12000027,235
W06000019,6164
S12000010,2854
S12000027,235
W06000019,6164
S12000010,2851
S12000027,235
W06000019,6162
S12000010,2851
S12000027,235
S12000010,2850
S12000027,235
W06000019,6161
S12000010,2848
S12000027,235
W06000019,6161
S12000010,2843
S12000027,235
W06000019,6160
S12000010,2841
S12000027,235
W06000019,6158
S12000010,2840
S12000027,235
W06000019,6158
S12000010,2840
S12000027,235
W06000019,6157
S12000010,2840
S12000027,235
S12000010,2840
S12000027,235
W06000019,6157
S12000010,2839
S12000027,235
W06000019,6157
S12000010,2836
S12000027,235
W06000019,6157
S12000010,2836
S12000027,235
S12000010,2835
S12000027,233
W06000019,6157
S12000010,2834
S12000027,233
W06000019,6157
S12000010,2833
S12000027,232
W06000019,6155
S12000010,2831
S12000027,232
W06000019,6152
S12000010,2828
S12000027,232
W06000019,6150
S12000010,2824
S12000027,232
W06000019,6149
S12000010,2819
S12000027,232
W06000019,6146
S12000010,2778
S12000027,232
W06000019,6143
S12000010,2778
S12000027,232
S12000010,2778
S12000027,232
W06000019,6141
S12000010,2778
S12000027,232
S12000010,2778
S12000027,232
W06000019,6141
S12000010,2775
S12000027,232
W06000019,6136
S12000010,2774
S12000027,231
W06000019,6134
S12000010,2771
S12000027,231
W06000019,6134
S12000010,2770
S12000027,231
W06000019,6130
S12000010,2758
S12000027,230
W06000019,6126
S12000010,2748
S12000027,230
W06000019,6125
S12000010,2738
S12000027,230
W06000019,6125
S12000010,2756
S12000027,229
W06000019,6124
S12000010,2742
S12000027,229
W06000019,6120
S12000010,2735
S12000027,224
W06000019,6114
S12000010,2735
S12000027,224
W06000019,6104
S12000010,2731
S12000027,224
W06000019,6094
S12000010,2725
S12000027,221
W06000019,6089
S12000010,2716
S12000027,221
W06000019,6086
S12000010,2709
S12000027,219
W06000019,6073
S12000010,2702
S12000027,219
W06000019,6070
S12000010,2699
S12000027,214
W06000019,6062
S12000010,2690
S12000027,213
W06000019,6055
S12000010,2683
S12000027,213
W06000019,6048
S12000010,2675
S12000027,213
W06000019,6042
S12000010,2670
S12000027,213
W06000019,6037
S12000010,2656
S12000027,213
W06000019,6033
S12000010,2643
S12000027,213
W06000019,6027
S12000010,2639
S12000027,213
W06000019,6022
S12000010,2631
S12000027,213
W06000019,6018
S12000010,2625
S12000027,213
W06000019,6015
S12000010,2617
S12000027,213
W06000019,6013
S12000010,2609
S12000027,213
W06000019,6011
S12000010,2600
S12000027,212
W06000019,6006
S12000010,2594
S12000027,212
W06000019,6001
S12000010,2576
S12000027,212
W06000019,5991
S12000010,2572
S12000027,212
W06000019,5988
S12000010,2557
S12000027,212
W06000019,5986
S12000010,2543
S12000027,212
W06000019,5983
S12000010,2527
S12000027,212
W06000019,5973
S12000010,2503
S12000027,212
W06000019,5969
S12000010,2487
S12000027,212
W06000019,5967
S12000010,2474
S12000027,212
W06000019,5962
S12000010,2449
S12000027,212
W06000019,5959
S12000010,2424
S12000027,212
W06000019,5955
S12000010,2416
S12000027,212
W06000019,5944
S12000010,2401
S12000027,212
W06000019,5934
S12000010,2387
S12000027,212
W06000019,5934
S12000010,2372
S12000027,212
W06000019,5931
S12000010,2359
S12000027,212
W06000019,5930
S12000010,2354
S12000027,212
W06000019,5926
S12000010,2341
S12000027,212
W06000019,5919
S12000010,2337
S12000027,212
W06000019,5909
S12000010,2326
S12000027,212
W06000019,5897
S12000010,2316
S12000027,212
W06000019,5890
S12000010,2305
S12000027,212
W06000019,5882
S12000010,2297
S12000027,211
W06000019,5869
S12000010,2270
S12000027,211
W06000019,5855
S12000010,2263
S12000027,210
W06000019,5851
S12000010,2250
S12000027,210
W06000019,5834
S12000010,2238
S12000027,210
W06000019,5830
S12000010,2213
S12000027,210
W06000019,5823
S12000010,2204
S12000027,210
W06000019,5813
S12000010,2191
S12000027,210
W06000019,5806
S12000010,2178
S12000027,210
W06000019,5799
S12000010,2164
S12000027,210
W06000019,5783
S12000010,2158
S12000027,210
W06000019,5770
S12000010,2141
S12000027,210
W06000019,5759
S12000010,2126
S12000027,210
W06000019,5741
S12000010,2120
S12000027,210
W06000019,5733
S12000010,2110
S12000027,209
W06000019,5726
S12000010,2096
S12000027,208
W06000019,5707
S12000010,2087
S12000027,208
W06000019,5700
S12000010,2077
S12000027,206
W06000019,5678
S12000010,2065
S12000027,205
W06000019,5669
S12000010,2048
S12000027,203
W06000019,5639
S12000010,2030
S12000027,200
W06000019,5628
S12000010,2014
S12000027,195
W06000019,5618
S12000010,1989
S12000027,192
W06000019,5606
S12000010,1972
S12000027,189
W06000019,5595
S12000010,1957
S12000027,189
W06000019,5585
S12000010,1934
S12000027,185
W06000019,5553
S12000010,1913
S12000027,185
W06000019,5527
S12000010,1897
S12000027,182
W06000019,5502
S12000010,1884
S12000027,175
W06000019,5489
S12000010,1869
S12000027,175
W06000019,5461
S12000010,1860
S12000027,172
W06000019,5432
S12000010,1851
S12000027,170
W06000019,5407
S12000010,1834
S12000027,168
W06000019,5357
S12000010,1797
S12000027,163
W06000019,5298
S12000010,1776
S12000027,151
W06000019,5242
S12000010,1647
S12000027,128
W06000019,5187
S12000010,1647
S12000027,128
W06000019,5127
S12000010,1647
S12000027,128
W06000019,5024
S12000010,1647
S12000027,128
S12000010,1647
S12000027,128
W06000019,4967
S12000010,1630
S12000027,112
W06000019,4927
S12000010,1613
S12000027,105
W06000019,4900
S12000010,1515
S12000027,80
W06000019,4803
S12000010,1515
S12000027,80
W06000019,4743
S12000010,1515
S12000027,80
W06000019,4605
S12000010,1515
S12000027,80
S12000010,1515
S12000027,80
W06000019,4548
